,product,price,quantity,date,region
20135,pink morsel,$3.00,534,2020-01-26,west
20160,pink morsel,$3.00,523,2020-01-27,north
20161,pink morsel,$3.00,502,2020-01-27,south
20162,pink morsel,$3.00,557,2020-01-27,east
20163,pink morsel,$3.00,528,2020-01-27,west
20188,pink morsel,$3.00,563,2020-01-28,north
20189,pink morsel,$3.00,591,2020-01-28,south
20190,pink morsel,$3.00,549,2020-01-28,east
20191,pink morsel,$3.00,501,2020-01-28,west
20216,pink morsel,$3.00,531,2020-01-29,north
20217,pink morsel,$3.00,502,2020-01-29,south
20218,pink morsel,$3.00,580,2020-01-29,east
20219,pink morsel,$3.00,524,2020-01-29,west
20244,pink morsel,$3.00,540,2020-01-30,north
20245,pink morsel,$3.00,514,2020-01-30,south
20246,pink morsel,$3.00,531,2020-01-30,east
20247,pink morsel,$3.00,500,2020-01-30,west
20272,pink morsel,$3.00,545,2020-01-31,north
20273,pink morsel,$3.00,552,2020-01-31,south
20274,pink morsel,$3.00,593,2020-01-31,east
20275,pink morsel,$3.00,535,2020-01-31,west
20300,pink morsel,$3.00,534,2020-02-01,north
20301,pink morsel,$3.00,598,2020-02-01,south
20302,pink morsel,$3.00,559,2020-02-01,east
20303,pink morsel,$3.00,507,2020-02-01,west
20328,pink morsel,$3.00,569,2020-02-02,north
20329,pink morsel,$3.00,555,2020-02-02,south
20330,pink morsel,$3.00,571,2020-02-02,east
20331,pink morsel,$3.00,553,2020-02-02,west
20356,pink morsel,$3.00,516,2020-02-03,north
20357,pink morsel,$3.00,549,2020-02-03,south
20358,pink morsel,$3.00,588,2020-02-03,east
20359,pink morsel,$3.00,554,2020-02-03,west
20384,pink morsel,$3.00,521,2020-02-04,north
20385,pink morsel,$3.00,585,2020-02-04,south
20386,pink morsel,$3.00,553,2020-02-04,east
20387,pink morsel,$3.00,525,2020-02-04,west
20412,pink morsel,$3.00,572,2020-02-05,north
20413,pink morsel,$3.00,502,2020-02-05,south
20414,pink morsel,$3.00,578,2020-02-05,east
20415,pink morsel,$3.00,568,2020-02-05,west
20440,pink morsel,$3.00,504,2020-02-06,north
20441,pink morsel,$3.00,524,2020-02-06,south
20442,pink morsel,$3.00,594,2020-02-06,east
20443,pink morsel,$3.00,518,2020-02-06,west
20468,pink morsel,$3.00,594,2020-02-07,north
20469,pink morsel,$3.00,567,2020-02-07,south
20470,pink morsel,$3.00,566,2020-02-07,east
20471,pink morsel,$3.00,557,2020-02-07,west
20496,pink morsel,$3.00,528,2020-02-08,north
20497,pink morsel,$3.00,534,2020-02-08,south
20498,pink morsel,$3.00,585,2020-02-08,east
20499,pink morsel,$3.00,538,2020-02-08,west
20524,pink morsel,$3.00,581,2020-02-09,north
20525,pink morsel,$3.00,596,2020-02-09,south
20526,pink morsel,$3.00,548,2020-02-09,east
20527,pink morsel,$3.00,576,2020-02-09,west
20552,pink morsel,$3.00,533,2020-02-10,north
20553,pink morsel,$3.00,563,2020-02-10,south
20554,pink morsel,$3.00,592,2020-02-10,east
20555,pink morsel,$3.00,523,2020-02-10,west
20580,pink morsel,$3.00,597,2020-02-11,north
20581,pink morsel,$3.00,546,2020-02-11,south
20582,pink morsel,$3.00,572,2020-02-11,east
20583,pink morsel,$3.00,596,2020-02-11,west
20608,pink morsel,$3.00,586,2020-02-12,north
20609,pink morsel,$3.00,584,2020-02-12,south
20610,pink morsel,$3.00,533,2020-02-12,east
20611,pink morsel,$3.00,511,2020-02-12,west
20636,pink morsel,$3.00,516,2020-02-13,north
20637,pink morsel,$3.00,600,2020-02-13,south
20638,pink morsel,$3.00,553,2020-02-13,east
20639,pink morsel,$3.00,539,2020-02-13,west
20664,pink morsel,$3.00,582,2020-02-14,north
20665,pink morsel,$3.00,548,2020-02-14,south
20666,pink morsel,$3.00,566,2020-02-14,east
20667,pink morsel,$3.00,511,2020-02-14,west
20692,pink morsel,$3.00,568,2020-02-15,north
20693,pink morsel,$3.00,508,2020-02-15,south
20694,pink morsel,$3.00,515,2020-02-15,east
20695,pink morsel,$3.00,577,2020-02-15,west
20720,pink morsel,$3.00,555,2020-02-16,north
20721,pink morsel,$3.00,597,2020-02-16,south
20722,pink morsel,$3.00,535,2020-02-16,east
20723,pink morsel,$3.00,581,2020-02-16,west
20748,pink morsel,$3.00,559,2020-02-17,north
20749,pink morsel,$3.00,530,2020-02-17,south
20750,pink morsel,$3.00,574,2020-02-17,east
20751,pink morsel,$3.00,581,2020-02-17,west
20776,pink morsel,$3.00,556,2020-02-18,north
20777,pink morsel,$3.00,540,2020-02-18,south
20778,pink morsel,$3.00,568,2020-02-18,east
20779,pink morsel,$3.00,561,2020-02-18,west
20804,pink morsel,$3.00,517,2020-02-19,north
20805,pink morsel,$3.00,550,2020-02-19,south
20806,pink morsel,$3.00,563,2020-02-19,east
20807,pink morsel,$3.00,546,2020-02-19,west
20832,pink morsel,$3.00,506,2020-02-20,north
20833,pink morsel,$3.00,531,2020-02-20,south
20834,pink morsel,$3.00,544,2020-02-20,east
20835,pink morsel,$3.00,534,2020-02-20,west
20860,pink morsel,$3.00,587,2020-02-21,north
20861,pink morsel,$3.00,585,2020-02-21,south
20862,pink morsel,$3.00,527,2020-02-21,east
20863,pink morsel,$3.00,598,2020-02-21,west
20888,pink morsel,$3.00,515,2020-02-22,north
20889,pink morsel,$3.00,563,2020-02-22,south
20890,pink morsel,$3.00,544,2020-02-22,east
20891,pink morsel,$3.00,556,2020-02-22,west
20916,pink morsel,$3.00,546,2020-02-23,north
20917,pink morsel,$3.00,534,2020-02-23,south
20918,pink morsel,$3.00,562,2020-02-23,east
20919,pink morsel,$3.00,592,2020-02-23,west
20944,pink morsel,$3.00,531,2020-02-24,north
20945,pink morsel,$3.00,578,2020-02-24,south
20946,pink morsel,$3.00,536,2020-02-24,east
20947,pink morsel,$3.00,539,2020-02-24,west
20972,pink morsel,$3.00,552,2020-02-25,north
20973,pink morsel,$3.00,574,2020-02-25,south
20974,pink morsel,$3.00,522,2020-02-25,east
20975,pink morsel,$3.00,516,2020-02-25,west
21000,pink morsel,$3.00,515,2020-02-26,north
21001,pink morsel,$3.00,507,2020-02-26,south
21002,pink morsel,$3.00,576,2020-02-26,east
21003,pink morsel,$3.00,556,2020-02-26,west
21028,pink morsel,$3.00,566,2020-02-27,north
21029,pink morsel,$3.00,533,2020-02-27,south
21030,pink morsel,$3.00,527,2020-02-27,east
21031,pink morsel,$3.00,509,2020-02-27,west
21056,pink morsel,$3.00,503,2020-02-28,north
21057,pink morsel,$3.00,562,2020-02-28,south
21058,pink morsel,$3.00,530,2020-02-28,east
21059,pink morsel,$3.00,563,2020-02-28,west
21084,pink morsel,$3.00,557,2020-02-29,north
21085,pink morsel,$3.00,576,2020-02-29,south
21086,pink morsel,$3.00,508,2020-02-29,east
21087,pink morsel,$3.00,552,2020-02-29,west
21112,pink morsel,$3.00,531,2020-03-01,north
21113,pink morsel,$3.00,542,2020-03-01,south
21114,pink morsel,$3.00,542,2020-03-01,east
21115,pink morsel,$3.00,564,2020-03-01,west
21140,pink morsel,$3.00,503,2020-03-02,north
21141,pink morsel,$3.00,596,2020-03-02,south
21142,pink morsel,$3.00,524,2020-03-02,east
21143,pink morsel,$3.00,523,2020-03-02,west
21168,pink morsel,$3.00,544,2020-03-03,north
21169,pink morsel,$3.00,516,2020-03-03,south
21170,pink morsel,$3.00,541,2020-03-03,east
21171,pink morsel,$3.00,502,2020-03-03,west
21196,pink morsel,$3.00,591,2020-03-04,north
21197,pink morsel,$3.00,559,2020-03-04,south
21198,pink morsel,$3.00,546,2020-03-04,east
21199,pink morsel,$3.00,523,2020-03-04,west
21224,pink morsel,$3.00,598,2020-03-05,north
21225,pink morsel,$3.00,588,2020-03-05,south
21226,pink morsel,$3.00,510,2020-03-05,east
21227,pink morsel,$3.00,590,2020-03-05,west
21252,pink morsel,$3.00,541,2020-03-06,north
21253,pink morsel,$3.00,578,2020-03-06,south
21254,pink morsel,$3.00,566,2020-03-06,east
21255,pink morsel,$3.00,501,2020-03-06,west
21280,pink morsel,$3.00,547,2020-03-07,north
21281,pink morsel,$3.00,527,2020-03-07,south
21282,pink morsel,$3.00,599,2020-03-07,east
21283,pink morsel,$3.00,558,2020-03-07,west
21308,pink morsel,$3.00,567,2020-03-08,north
21309,pink morsel,$3.00,530,2020-03-08,south
21310,pink morsel,$3.00,533,2020-03-08,east
21311,pink morsel,$3.00,597,2020-03-08,west
21336,pink morsel,$3.00,573,2020-03-09,north
21337,pink morsel,$3.00,592,2020-03-09,south
21338,pink morsel,$3.00,514,2020-03-09,east
21339,pink morsel,$3.00,580,2020-03-09,west
21364,pink morsel,$3.00,548,2020-03-10,north
21365,pink morsel,$3.00,551,2020-03-10,south
21366,pink morsel,$3.00,599,2020-03-10,east
21367,pink morsel,$3.00,580,2020-03-10,west
21392,pink morsel,$3.00,535,2020-03-11,north
21393,pink morsel,$3.00,528,2020-03-11,south
21394,pink morsel,$3.00,554,2020-03-11,east
21395,pink morsel,$3.00,524,2020-03-11,west
21420,pink morsel,$3.00,545,2020-03-12,north
21421,pink morsel,$3.00,516,2020-03-12,south
21422,pink morsel,$3.00,560,2020-03-12,east
21423,pink morsel,$3.00,589,2020-03-12,west
21448,pink morsel,$3.00,518,2020-03-13,north
21449,pink morsel,$3.00,562,2020-03-13,south
21450,pink morsel,$3.00,583,2020-03-13,east
21451,pink morsel,$3.00,518,2020-03-13,west
21476,pink morsel,$3.00,554,2020-03-14,north
21477,pink morsel,$3.00,519,2020-03-14,south
21478,pink morsel,$3.00,585,2020-03-14,east
21479,pink morsel,$3.00,586,2020-03-14,west
21504,pink morsel,$3.00,500,2020-03-15,north
21505,pink morsel,$3.00,555,2020-03-15,south
21506,pink morsel,$3.00,587,2020-03-15,east
21507,pink morsel,$3.00,542,2020-03-15,west
21532,pink morsel,$3.00,550,2020-03-16,north
21533,pink morsel,$3.00,574,2020-03-16,south
21534,pink morsel,$3.00,547,2020-03-16,east
21535,pink morsel,$3.00,537,2020-03-16,west
21560,pink morsel,$3.00,567,2020-03-17,north
21561,pink morsel,$3.00,567,2020-03-17,south
21562,pink morsel,$3.00,598,2020-03-17,east
21563,pink morsel,$3.00,503,2020-03-17,west
21588,pink morsel,$3.00,522,2020-03-18,north
21589,pink morsel,$3.00,572,2020-03-18,south
21590,pink morsel,$3.00,567,2020-03-18,east
21591,pink morsel,$3.00,535,2020-03-18,west
21616,pink morsel,$3.00,527,2020-03-19,north
21617,pink morsel,$3.00,599,2020-03-19,south
21618,pink morsel,$3.00,575,2020-03-19,east
21619,pink morsel,$3.00,518,2020-03-19,west
21644,pink morsel,$3.00,555,2020-03-20,north
21645,pink morsel,$3.00,547,2020-03-20,south
21646,pink morsel,$3.00,559,2020-03-20,east
21647,pink morsel,$3.00,569,2020-03-20,west
21672,pink morsel,$3.00,525,2020-03-21,north
21673,pink morsel,$3.00,558,2020-03-21,south
21674,pink morsel,$3.00,569,2020-03-21,east
21675,pink morsel,$3.00,570,2020-03-21,west
21700,pink morsel,$3.00,548,2020-03-22,north
21701,pink morsel,$3.00,556,2020-03-22,south
21702,pink morsel,$3.00,558,2020-03-22,east
21703,pink morsel,$3.00,579,2020-03-22,west
21728,pink morsel,$3.00,589,2020-03-23,north
21729,pink morsel,$3.00,540,2020-03-23,south
21730,pink morsel,$3.00,531,2020-03-23,east
21731,pink morsel,$3.00,514,2020-03-23,west
21756,pink morsel,$3.00,516,2020-03-24,north
21757,pink morsel,$3.00,554,2020-03-24,south
21758,pink morsel,$3.00,580,2020-03-24,east
21759,pink morsel,$3.00,524,2020-03-24,west
21784,pink morsel,$3.00,593,2020-03-25,north
21785,pink morsel,$3.00,590,2020-03-25,south
21786,pink morsel,$3.00,541,2020-03-25,east
21787,pink morsel,$3.00,525,2020-03-25,west
21812,pink morsel,$3.00,595,2020-03-26,north
21813,pink morsel,$3.00,557,2020-03-26,south
21814,pink morsel,$3.00,583,2020-03-26,east
21815,pink morsel,$3.00,597,2020-03-26,west
21840,pink morsel,$3.00,571,2020-03-27,north
21841,pink morsel,$3.00,541,2020-03-27,south
21842,pink morsel,$3.00,535,2020-03-27,east
21843,pink morsel,$3.00,522,2020-03-27,west
21868,pink morsel,$3.00,523,2020-03-28,north
21869,pink morsel,$3.00,535,2020-03-28,south
21870,pink morsel,$3.00,576,2020-03-28,east
21871,pink morsel,$3.00,555,2020-03-28,west
21896,pink morsel,$3.00,594,2020-03-29,north
21897,pink morsel,$3.00,600,2020-03-29,south
21898,pink morsel,$3.00,506,2020-03-29,east
21899,pink morsel,$3.00,600,2020-03-29,west
21924,pink morsel,$3.00,505,2020-03-30,north
21925,pink morsel,$3.00,588,2020-03-30,south
21926,pink morsel,$3.00,544,2020-03-30,east
21927,pink morsel,$3.00,536,2020-03-30,west
21952,pink morsel,$3.00,598,2020-03-31,north
21953,pink morsel,$3.00,545,2020-03-31,south
21954,pink morsel,$3.00,524,2020-03-31,east
21955,pink morsel,$3.00,543,2020-03-31,west
21980,pink morsel,$3.00,519,2020-04-01,north
21981,pink morsel,$3.00,512,2020-04-01,south
21982,pink morsel,$3.00,529,2020-04-01,east
21983,pink morsel,$3.00,576,2020-04-01,west
22008,pink morsel,$3.00,593,2020-04-02,north
22009,pink morsel,$3.00,591,2020-04-02,south
22010,pink morsel,$3.00,598,2020-04-02,east
22011,pink morsel,$3.00,501,2020-04-02,west
22036,pink morsel,$3.00,589,2020-04-03,north
22037,pink morsel,$3.00,581,2020-04-03,south
22038,pink morsel,$3.00,520,2020-04-03,east
22039,pink morsel,$3.00,582,2020-04-03,west
22064,pink morsel,$3.00,577,2020-04-04,north
22065,pink morsel,$3.00,564,2020-04-04,south
22066,pink morsel,$3.00,574,2020-04-04,east
22067,pink morsel,$3.00,521,2020-04-04,west
22092,pink morsel,$3.00,599,2020-04-05,north
22093,pink morsel,$3.00,585,2020-04-05,south
22094,pink morsel,$3.00,537,2020-04-05,east
22095,pink morsel,$3.00,545,2020-04-05,west
22120,pink morsel,$3.00,584,2020-04-06,north
22121,pink morsel,$3.00,583,2020-04-06,south
22122,pink morsel,$3.00,594,2020-04-06,east
22123,pink morsel,$3.00,507,2020-04-06,west
22148,pink morsel,$3.00,584,2020-04-07,north
22149,pink morsel,$3.00,562,2020-04-07,south
22150,pink morsel,$3.00,500,2020-04-07,east
22151,pink morsel,$3.00,595,2020-04-07,west
22176,pink morsel,$3.00,537,2020-04-08,north
22177,pink morsel,$3.00,598,2020-04-08,south
22178,pink morsel,$3.00,578,2020-04-08,east
22179,pink morsel,$3.00,553,2020-04-08,west
22204,pink morsel,$3.00,550,2020-04-09,north
22205,pink morsel,$3.00,529,2020-04-09,south
22206,pink morsel,$3.00,543,2020-04-09,east
22207,pink morsel,$3.00,502,2020-04-09,west
22232,pink morsel,$3.00,598,2020-04-10,north
22233,pink morsel,$3.00,517,2020-04-10,south
22234,pink morsel,$3.00,501,2020-04-10,east
22235,pink morsel,$3.00,592,2020-04-10,west
22260,pink morsel,$3.00,553,2020-04-11,north
22261,pink morsel,$3.00,530,2020-04-11,south
22262,pink morsel,$3.00,505,2020-04-11,east
22263,pink morsel,$3.00,502,2020-04-11,west
22288,pink morsel,$3.00,574,2020-04-12,north
22289,pink morsel,$3.00,504,2020-04-12,south
22290,pink morsel,$3.00,591,2020-04-12,east
22291,pink morsel,$3.00,545,2020-04-12,west
22316,pink morsel,$3.00,516,2020-04-13,north
22317,pink morsel,$3.00,564,2020-04-13,south
22318,pink morsel,$3.00,566,2020-04-13,east
22319,pink morsel,$3.00,585,2020-04-13,west
22344,pink morsel,$3.00,507,2020-04-14,north
22345,pink morsel,$3.00,531,2020-04-14,south
22346,pink morsel,$3.00,548,2020-04-14,east
22347,pink morsel,$3.00,529,2020-04-14,west
22372,pink morsel,$3.00,600,2020-04-15,north
22373,pink morsel,$3.00,596,2020-04-15,south
22374,pink morsel,$3.00,588,2020-04-15,east
22375,pink morsel,$3.00,550,2020-04-15,west
22400,pink morsel,$3.00,568,2020-04-16,north
22401,pink morsel,$3.00,553,2020-04-16,south
22402,pink morsel,$3.00,548,2020-04-16,east
22403,pink morsel,$3.00,500,2020-04-16,west
22428,pink morsel,$3.00,578,2020-04-17,north
22429,pink morsel,$3.00,539,2020-04-17,south
22430,pink morsel,$3.00,528,2020-04-17,east
22431,pink morsel,$3.00,523,2020-04-17,west
22456,pink morsel,$3.00,541,2020-04-18,north
22457,pink morsel,$3.00,500,2020-04-18,south
22458,pink morsel,$3.00,526,2020-04-18,east
22459,pink morsel,$3.00,530,2020-04-18,west
22484,pink morsel,$3.00,587,2020-04-19,north
22485,pink morsel,$3.00,576,2020-04-19,south
22486,pink morsel,$3.00,572,2020-04-19,east
22487,pink morsel,$3.00,568,2020-04-19,west
22512,pink morsel,$3.00,555,2020-04-20,north
22513,pink morsel,$3.00,505,2020-04-20,south
22514,pink morsel,$3.00,575,2020-04-20,east
22515,pink morsel,$3.00,565,2020-04-20,west
22540,pink morsel,$3.00,585,2020-04-21,north
22541,pink morsel,$3.00,507,2020-04-21,south
22542,pink morsel,$3.00,543,2020-04-21,east
22543,pink morsel,$3.00,562,2020-04-21,west
22568,pink morsel,$3.00,538,2020-04-22,north
22569,pink morsel,$3.00,538,2020-04-22,south
22570,pink morsel,$3.00,523,2020-04-22,east
22571,pink morsel,$3.00,509,2020-04-22,west
22596,pink morsel,$3.00,588,2020-04-23,north
22597,pink morsel,$3.00,508,2020-04-23,south
22598,pink morsel,$3.00,537,2020-04-23,east
22599,pink morsel,$3.00,595,2020-04-23,west
22624,pink morsel,$3.00,572,2020-04-24,north
22625,pink morsel,$3.00,564,2020-04-24,south
22626,pink morsel,$3.00,502,2020-04-24,east
22627,pink morsel,$3.00,511,2020-04-24,west
22652,pink morsel,$3.00,546,2020-04-25,north
22653,pink morsel,$3.00,546,2020-04-25,south
22654,pink morsel,$3.00,585,2020-04-25,east
22655,pink morsel,$3.00,515,2020-04-25,west
22680,pink morsel,$3.00,504,2020-04-26,north
22681,pink morsel,$3.00,531,2020-04-26,south
22682,pink morsel,$3.00,558,2020-04-26,east
22683,pink morsel,$3.00,573,2020-04-26,west
22708,pink morsel,$3.00,510,2020-04-27,north
22709,pink morsel,$3.00,531,2020-04-27,south
22710,pink morsel,$3.00,547,2020-04-27,east
22711,pink morsel,$3.00,525,2020-04-27,west
22736,pink morsel,$3.00,596,2020-04-28,north
22737,pink morsel,$3.00,583,2020-04-28,south
22738,pink morsel,$3.00,527,2020-04-28,east
22739,pink morsel,$3.00,508,2020-04-28,west
22764,pink morsel,$3.00,560,2020-04-29,north
22765,pink morsel,$3.00,558,2020-04-29,south
22766,pink morsel,$3.00,591,2020-04-29,east
22767,pink morsel,$3.00,558,2020-04-29,west
22792,pink morsel,$3.00,593,2020-04-30,north
22793,pink morsel,$3.00,523,2020-04-30,south
22794,pink morsel,$3.00,530,2020-04-30,east
22795,pink morsel,$3.00,563,2020-04-30,west
22820,pink morsel,$3.00,585,2020-05-01,north
22821,pink morsel,$3.00,584,2020-05-01,south
22822,pink morsel,$3.00,547,2020-05-01,east
22823,pink morsel,$3.00,535,2020-05-01,west
22848,pink morsel,$3.00,529,2020-05-02,north
22849,pink morsel,$3.00,507,2020-05-02,south
22850,pink morsel,$3.00,535,2020-05-02,east
22851,pink morsel,$3.00,519,2020-05-02,west
22876,pink morsel,$3.00,560,2020-05-03,north
22877,pink morsel,$3.00,522,2020-05-03,south
22878,pink morsel,$3.00,573,2020-05-03,east
22879,pink morsel,$3.00,521,2020-05-03,west
22904,pink morsel,$3.00,523,2020-05-04,north
22905,pink morsel,$3.00,536,2020-05-04,south
22906,pink morsel,$3.00,526,2020-05-04,east
22907,pink morsel,$3.00,547,2020-05-04,west
22932,pink morsel,$3.00,529,2020-05-05,north
22933,pink morsel,$3.00,558,2020-05-05,south
22934,pink morsel,$3.00,500,2020-05-05,east
22935,pink morsel,$3.00,562,2020-05-05,west
22960,pink morsel,$3.00,507,2020-05-06,north
22961,pink morsel,$3.00,561,2020-05-06,south
22962,pink morsel,$3.00,589,2020-05-06,east
22963,pink morsel,$3.00,592,2020-05-06,west
22988,pink morsel,$3.00,519,2020-05-07,north
22989,pink morsel,$3.00,541,2020-05-07,south
22990,pink morsel,$3.00,519,2020-05-07,east
22991,pink morsel,$3.00,582,2020-05-07,west
23016,pink morsel,$3.00,560,2020-05-08,north
23017,pink morsel,$3.00,529,2020-05-08,south
23018,pink morsel,$3.00,565,2020-05-08,east
23019,pink morsel,$3.00,543,2020-05-08,west
23044,pink morsel,$3.00,558,2020-05-09,north
23045,pink morsel,$3.00,540,2020-05-09,south
23046,pink morsel,$3.00,520,2020-05-09,east
23047,pink morsel,$3.00,530,2020-05-09,west
23072,pink morsel,$3.00,541,2020-05-10,north
23073,pink morsel,$3.00,563,2020-05-10,south
23074,pink morsel,$3.00,552,2020-05-10,east
23075,pink morsel,$3.00,565,2020-05-10,west
23100,pink morsel,$3.00,558,2020-05-11,north
23101,pink morsel,$3.00,518,2020-05-11,south
23102,pink morsel,$3.00,560,2020-05-11,east
23103,pink morsel,$3.00,525,2020-05-11,west
23128,pink morsel,$3.00,500,2020-05-12,north
23129,pink morsel,$3.00,597,2020-05-12,south
23130,pink morsel,$3.00,538,2020-05-12,east
23131,pink morsel,$3.00,565,2020-05-12,west
23156,pink morsel,$3.00,589,2020-05-13,north
23157,pink morsel,$3.00,575,2020-05-13,south
23158,pink morsel,$3.00,567,2020-05-13,east
23159,pink morsel,$3.00,543,2020-05-13,west
23184,pink morsel,$3.00,552,2020-05-14,north
23185,pink morsel,$3.00,571,2020-05-14,south
23186,pink morsel,$3.00,579,2020-05-14,east
23187,pink morsel,$3.00,557,2020-05-14,west
23212,pink morsel,$3.00,511,2020-05-15,north
23213,pink morsel,$3.00,548,2020-05-15,south
23214,pink morsel,$3.00,520,2020-05-15,east
23215,pink morsel,$3.00,580,2020-05-15,west
23240,pink morsel,$3.00,589,2020-05-16,north
23241,pink morsel,$3.00,597,2020-05-16,south
23242,pink morsel,$3.00,503,2020-05-16,east
23243,pink morsel,$3.00,538,2020-05-16,west
23268,pink morsel,$3.00,522,2020-05-17,north
23269,pink morsel,$3.00,586,2020-05-17,south
23270,pink morsel,$3.00,556,2020-05-17,east
23271,pink morsel,$3.00,569,2020-05-17,west
23296,pink morsel,$3.00,546,2020-05-18,north
23297,pink morsel,$3.00,532,2020-05-18,south
23298,pink morsel,$3.00,589,2020-05-18,east
23299,pink morsel,$3.00,561,2020-05-18,west
23324,pink morsel,$3.00,547,2020-05-19,north
23325,pink morsel,$3.00,571,2020-05-19,south
23326,pink morsel,$3.00,505,2020-05-19,east
23327,pink morsel,$3.00,534,2020-05-19,west
23352,pink morsel,$3.00,525,2020-05-20,north
23353,pink morsel,$3.00,597,2020-05-20,south
23354,pink morsel,$3.00,515,2020-05-20,east
23355,pink morsel,$3.00,562,2020-05-20,west
23380,pink morsel,$3.00,529,2020-05-21,north
23381,pink morsel,$3.00,597,2020-05-21,south
23382,pink morsel,$3.00,551,2020-05-21,east
23383,pink morsel,$3.00,557,2020-05-21,west
23408,pink morsel,$3.00,514,2020-05-22,north
23409,pink morsel,$3.00,562,2020-05-22,south
23410,pink morsel,$3.00,523,2020-05-22,east
23411,pink morsel,$3.00,506,2020-05-22,west
23436,pink morsel,$3.00,540,2020-05-23,north
23437,pink morsel,$3.00,512,2020-05-23,south
23438,pink morsel,$3.00,571,2020-05-23,east
23439,pink morsel,$3.00,596,2020-05-23,west
23464,pink morsel,$3.00,591,2020-05-24,north
23465,pink morsel,$3.00,595,2020-05-24,south
23466,pink morsel,$3.00,503,2020-05-24,east
23467,pink morsel,$3.00,571,2020-05-24,west
23492,pink morsel,$3.00,512,2020-05-25,north
23493,pink morsel,$3.00,568,2020-05-25,south
23494,pink morsel,$3.00,521,2020-05-25,east
23495,pink morsel,$3.00,513,2020-05-25,west
23520,pink morsel,$3.00,515,2020-05-26,north
23521,pink morsel,$3.00,510,2020-05-26,south
23522,pink morsel,$3.00,586,2020-05-26,east
23523,pink morsel,$3.00,552,2020-05-26,west
23548,pink morsel,$3.00,521,2020-05-27,north
23549,pink morsel,$3.00,586,2020-05-27,south
23550,pink morsel,$3.00,552,2020-05-27,east
23551,pink morsel,$3.00,569,2020-05-27,west
23576,pink morsel,$3.00,527,2020-05-28,north
23577,pink morsel,$3.00,523,2020-05-28,south
23578,pink morsel,$3.00,511,2020-05-28,east
23579,pink morsel,$3.00,522,2020-05-28,west
23604,pink morsel,$3.00,574,2020-05-29,north
23605,pink morsel,$3.00,534,2020-05-29,south
23606,pink morsel,$3.00,566,2020-05-29,east
23607,pink morsel,$3.00,522,2020-05-29,west
23632,pink morsel,$3.00,533,2020-05-30,north
23633,pink morsel,$3.00,596,2020-05-30,south
23634,pink morsel,$3.00,581,2020-05-30,east
23635,pink morsel,$3.00,549,2020-05-30,west
23660,pink morsel,$3.00,522,2020-05-31,north
23661,pink morsel,$3.00,536,2020-05-31,south
23662,pink morsel,$3.00,597,2020-05-31,east
23663,pink morsel,$3.00,588,2020-05-31,west
23688,pink morsel,$3.00,584,2020-06-01,north
23689,pink morsel,$3.00,536,2020-06-01,south
23690,pink morsel,$3.00,518,2020-06-01,east
23691,pink morsel,$3.00,570,2020-06-01,west
23716,pink morsel,$3.00,559,2020-06-02,north
23717,pink morsel,$3.00,598,2020-06-02,south
23718,pink morsel,$3.00,600,2020-06-02,east
23719,pink morsel,$3.00,589,2020-06-02,west
23744,pink morsel,$3.00,594,2020-06-03,north
23745,pink morsel,$3.00,528,2020-06-03,south
23746,pink morsel,$3.00,515,2020-06-03,east
23747,pink morsel,$3.00,539,2020-06-03,west
23772,pink morsel,$3.00,548,2020-06-04,north
23773,pink morsel,$3.00,509,2020-06-04,south
23774,pink morsel,$3.00,569,2020-06-04,east
23775,pink morsel,$3.00,591,2020-06-04,west
23800,pink morsel,$3.00,529,2020-06-05,north
23801,pink morsel,$3.00,544,2020-06-05,south
23802,pink morsel,$3.00,523,2020-06-05,east
23803,pink morsel,$3.00,522,2020-06-05,west
23828,pink morsel,$3.00,561,2020-06-06,north
23829,pink morsel,$3.00,563,2020-06-06,south
23830,pink morsel,$3.00,568,2020-06-06,east
23831,pink morsel,$3.00,583,2020-06-06,west
23856,pink morsel,$3.00,540,2020-06-07,north
23857,pink morsel,$3.00,550,2020-06-07,south
23858,pink morsel,$3.00,581,2020-06-07,east
23859,pink morsel,$3.00,558,2020-06-07,west
23884,pink morsel,$3.00,509,2020-06-08,north
23885,pink morsel,$3.00,546,2020-06-08,south
23886,pink morsel,$3.00,528,2020-06-08,east
23887,pink morsel,$3.00,565,2020-06-08,west
23912,pink morsel,$3.00,501,2020-06-09,north
23913,pink morsel,$3.00,523,2020-06-09,south
23914,pink morsel,$3.00,524,2020-06-09,east
23915,pink morsel,$3.00,531,2020-06-09,west
23940,pink morsel,$3.00,587,2020-06-10,north
23941,pink morsel,$3.00,504,2020-06-10,south
23942,pink morsel,$3.00,539,2020-06-10,east
23943,pink morsel,$3.00,531,2020-06-10,west
23968,pink morsel,$3.00,530,2020-06-11,north
23969,pink morsel,$3.00,537,2020-06-11,south
23970,pink morsel,$3.00,573,2020-06-11,east
23971,pink morsel,$3.00,573,2020-06-11,west
23996,pink morsel,$3.00,504,2020-06-12,north
23997,pink morsel,$3.00,592,2020-06-12,south
23998,pink morsel,$3.00,525,2020-06-12,east
23999,pink morsel,$3.00,582,2020-06-12,west
24024,pink morsel,$3.00,527,2020-06-13,north
24025,pink morsel,$3.00,563,2020-06-13,south
24026,pink morsel,$3.00,592,2020-06-13,east
24027,pink morsel,$3.00,520,2020-06-13,west
24052,pink morsel,$3.00,578,2020-06-14,north
24053,pink morsel,$3.00,596,2020-06-14,south
